A2,1,88,False,19.724348068237305
A2,2,88,False,31.027718782424927
A2,3,88,True,68.16680192947388
A2,4,88,False,40.85223031044006
A2,5,88,False,34.995399951934814
A2,6,88,False,35.1769540309906
A2,7,88,False,16.77599263191223
A2,8,88,False,21.457960844039917
A2,9,88,False,29.634445190429688
A2,10,88,False,318.04553294181824
A2,11,88,False,21.394516944885254
A2,12,88,False,39.953713178634644
A2,13,88,True,37.93642497062683
A2,14,88,False,12.903471946716309
A2,15,88,False,14.650025844573975
A2,16,88,False,4.8227550983428955
A2,17,88,False,16.418018102645874
A2,18,88,False,2.7371630668640137
A2,19,88,False,1.4557099342346191
A2,20,88,False,0.9895799160003662
A2,21,88,False,4.301519155502319
A2,22,88,False,3.199370861053467
A2,23,88,False,3.689208984375
A2,24,88,False,3.154296875
