A2,1,2,True,0.5230591297149658
A2,2,2,True,0.45212221145629883
A2,3,2,True,0.4686095714569092
A2,4,2,True,0.47492194175720215
A2,5,2,True,0.47832322120666504
A2,6,2,True,0.551933765411377
A2,7,2,True,0.4366278648376465
A2,8,2,True,0.4830620288848877
A2,9,2,True,0.48681187629699707
A2,10,2,True,0.4478340148925781
A2,11,2,True,0.469968318939209
A2,12,2,True,0.46399903297424316
A2,13,2,True,0.44684410095214844
A2,14,2,False,0.2387247085571289
A2,15,2,False,0.26030611991882324
A2,16,2,True,0.4838440418243408
A2,17,2,True,0.40217089653015137
A2,18,2,True,0.31020593643188477
A2,19,2,True,0.27904796600341797
A2,20,2,True,0.2733750343322754
A2,21,2,True,0.2786378860473633
A2,22,2,True,0.2739870548248291
A2,23,2,True,0.2701377868652344
A2,24,2,True,0.2922999858856201
